id,title,updatetime,wordcount,publication,tags,content,author
namsyntax_1178152,Trịnh Xuân Thanh kháng cáo kêu oan,,32,,Pháp luật,"Hầu hết các bị cáo đều kháng cáo xin giảm nhẹ hình phạt và mức bồi thường, riêng Trịnh Xuân Thanh kháng cáo kêu oan.",NamSyntax/vietnamese-news-classification
namsyntax_747259,Nhà ở bị trực xung và cách hóa giải,,51,,Bất động sản,"Theo phong thủy trực xung, là cửa chính ngôi nhà ở đối diện với con
đường lớn, xưa gọi là “một mũi tên xuyên tim”, giống như một mũi tên
xuyên qua nhà, có thể thấy đó là điều không cát lợi.",NamSyntax/vietnamese-news-classification
namsyntax_899201,Indonesia 3-3 Lào,,24,,Thể thao,Lào liên tục dẫn trước và cầm hòa ứng viên vô địch Indonesia ở lượt hai bảng B ASEAN Cup 2024.,NamSyntax/vietnamese-news-classification
namsyntax_938204,Thủ tướng chúc mừng U23 Việt Nam vào tứ kết,,34,,Thể thao,Thủ tướng Phạm Minh Chính gửi lời chúc mừng đội tuyển U23 Việt Nam giành quyền vào tứ kết giải U23 châu Á 2022.,NamSyntax/vietnamese-news-classification
namsyntax_374397,Shein và Temu tăng giá do tác động của thuế quan,,39,,Kinh doanh,"Hai ông lớn thời trang nhanh đồng loạt thông báo điều chỉnh giá sản phẩm do chi phí tăng cao, dù không nêu rõ mức tăng cụ thể.",NamSyntax/vietnamese-news-classification
namsyntax_1289513,Con dâu yêu cầu mẹ chồng đóng góp phí sinh hoạt 3 triệu/tháng,,38,,Đời sống,"Tôi muốn mời mẹ ở hẳn với hai vợ chồng, nhưng vợ tôi yêu cầu bà phải đóng góp số tiền sinh hoạt 3 triệu/tháng.",NamSyntax/vietnamese-news-classification
namsyntax_958946,"Thể thao Việt Nam đặt chỉ tiêu 70-72 HCV, lọt top 3 SEA Games 30",,46,,Thể thao,"- Phó tổng cục trưởng Tổng cục TDTT Trần Đức Phấn cho biết, Đoàn Thể thao Việt Nam phấn đấu đoạt từ 70-72 HCV tại SEA Games 30 trên đất Philippines.",NamSyntax/vietnamese-news-classification
namsyntax_206793,Tướng Mỹ cảnh báo Ukraine trả giá rất đắt để đẩy lùi Nga,,46,,Thế giới,"Tướng Mỹ Mark Milley cho rằng chiến sự Ukraine phải kết thúc bằng giải pháp ngoại giao, cảnh báo Kiev phải trả giá rất đắt về người và của để đẩy lùi Nga.",NamSyntax/vietnamese-news-classification
namsyntax_889216,Bóng chuyền nữ Việt Nam thắng ngược Hàn Quốc ở Asiad 19,,52,,Thể thao,"Trung Quốc - Từ thế bị dẫn trước hai set, Việt Nam thắng ngược Hàn Quốc 3-2 ở bảng C môn bóng chuyền nữ Asiad 19 - tương tự như những gì diễn ra tại giải vô địch châu Á.",NamSyntax/vietnamese-news-classification
namsyntax_1315472,Những điều nên làm trong tháng cô hồn,,38,,Đời sống,"Theo tín ngưỡng dân gian, tháng 7 âm lịch hàng năm là tháng xấu, để hạn chế xui xẻo và tăng thêm may mắn, nên chú ý điều sau đây.",NamSyntax/vietnamese-news-classification
namsyntax_335861,Hàng không bán vé 'mua 1 tặng 1' để kiếm khách,,41,,Kinh doanh,"Một số hãng bay đang làm những điều không tưởng để có doanh thu mùa dịch, như giảm giá vé dịp cao điểm hay khuyến mãi ""mua 1 tặng 1"".",NamSyntax/vietnamese-news-classification
namsyntax_1230348,Vietnam AI Contest 2024 khẳng định sức hút của trí tuệ nhân tạo với người trẻ,,63,,Giáo dục,"Cuộc thi Trí tuệ nhân tạo Việt Nam 2024 (Vietnam AI Contest 2024) do Báo VietNamNet và VLAB Innovation tổ chức đã hoàn thành vòng thi trực tuyến vào ngày 9/10, mở ra một sân chơi đầy thử thách cho học sinh khối THPT trên cả nước.",NamSyntax/vietnamese-news-classification
namsyntax_1318675,Hà Nội: Dân chung cư bất an vì kiến ba khoang tấn công,,35,,Đời sống,"Nhiều ngày nay, người dân ở các khu chung cư Hà Nội bất an vì kiến ba khoang xuất hiện, tấn công.",NamSyntax/vietnamese-news-classification
namsyntax_738749,Bộ Tư pháp ‘tuýt còi’ văn bản tạm dừng tách thửa của Hà Nội,,66,,Bất động sản,"Bộ Tư pháp đề nghị UBND TP Hà Nội tự kiểm tra, xử lý công văn số 1685 (ngày 22/3/2022) của Sở Tài nguyên và Môi trường Hà Nội tạm dừng tách thửa đất vì không bảo đảm cơ sở pháp lý về nội dung và không thuộc thẩm quyền của Sở.",NamSyntax/vietnamese-news-classification
namsyntax_697230,"Tạm biệt nhé, netbook!",,39,,Khoa học,"Nổi lên từ cuối năm 2007, lên cơn sốt suốt năm 2008 nhưng đến nửa cuối năm 2009, netbook bắt đầu lụi tàn và bị thế hệ laptop siêu mỏng nhẹ và rẻ thay thế.",NamSyntax/vietnamese-news-classification
namsyntax_1066409,BST áo dài mừng 20/10 bắt mắt của Cao Minh Tiến,,40,,Giải trí,"Nhân ngày Phụ nữ Việt Nam 20/10, NTK Cao Minh Tiến ra mắt bộ sưu tập được anh thực hiện công phu suốt mùa dịch thứ 4 vừa qua.",NamSyntax/vietnamese-news-classification
namsyntax_345897,Tọa đàm về quản lý tài chính cá nhân trong 'bình thường mới',,49,,Kinh doanh,"Tiến sĩ Võ Đình Trí, bà Nguyễn Thị Loan - chuyên gia MSB sẽ chia sẻ những hạn chế trong quản lý tài chính cá nhân và đưa ra lời khuyên tại toạ đàm trên VnExpress.",NamSyntax/vietnamese-news-classification
namsyntax_1249291,Chống học lệch bằng 2 quy chế mới,,50,,Giáo dục,"Trao đổi với VietNamNet chiều 27/2, Thứ trưởng Bộ GD-ĐT Bùi Văn Ga cho rằng, việc ban hành hai quy chế
thi và tuyển sinh mới sẽ có tác động lớn tới việc dạy - học ở phổ thông
và đại học.",NamSyntax/vietnamese-news-classification
namsyntax_1261732,Triệu phú đồng tính yêu bạn trai của con gái,,34,,Đời sống,"Anh - Ly dị bạn đời chung sống 32 năm, triệu phú 50 tuổi đưa bạn trai cũ của con gái về ở cùng.",NamSyntax/vietnamese-news-classification
namsyntax_666332,"Tai nạn ô tô kinh hoàng, 2 người thiệt mạng",,35,,Khoa học,"Được biết, người lái ô tô gây tai nạn trên đường phố  Kazan, Nga trong tình trạng say xỉn. (Cảnh báo hình ảnh ghê rợn).",NamSyntax/vietnamese-news-classification
namsyntax_381643,EVNGENCO1 hoàn thành Đại hội công đoàn cơ sở đúng tiến độ,,58,,Kinh doanh,"Công đoàn Tổng công ty Phát điện 1 (EVNGENCO1) tiếp tục khẳng định bản lĩnh tổ chức vững mạnh, đoàn kết và đổi mới - sẵn sàng cho nhiệm kỳ 2025 - 2030 với tinh thần “Đồng hành - Sáng tạo - Vì người lao động”.",NamSyntax/vietnamese-news-classification
namsyntax_740461,"Những ý tưởng decor cực chất cho căn bếp, phòng ăn mùa đông",,36,,Bất động sản,"Decor để phòng ăn ấm áp vào mùa đông sẽ giúp bữa ăn ngon miệng hơn, tăng tính kết nối trong gia đình.",NamSyntax/vietnamese-news-classification
namsyntax_245834,Video Nga dùng xe tăng T-72 chặn Ukraine phản công gần Avdiivka,,49,,Thế giới,"Quân Nga đã dùng xe tăng T-72 phối hợp với máy bay không người lái (UAV) để ngăn chặn nỗ lực phản công của binh lính Kiev gần thị trấn Avdiivka ở vùng Donetsk, miền đông Ukraine.",NamSyntax/vietnamese-news-classification
namsyntax_798499,Ba loại bài tập cải thiện yếu sinh lý,,42,,Sức khỏe,"Tập kegel củng cố cơ sàn chậu, yoga tăng cường tuần hoàn máu, còn đạp xe, bơi lội cải thiện sức khỏe tim mạnh, từ đó giảm triệu chứng rối loạn cương dương.",NamSyntax/vietnamese-news-classification
namsyntax_591895,Bí quyết 5 phút đã giúp CEO của Instagram chiến thắng sự trì hoãn như thế nào?,,70,,Khoa học,"Dù sự trì hoãn đôi lúc thúc đẩy sự sáng tạo, tuy nhiên đa số chúng ta vẫn bị nó ""hành hạ"": gây lãng phí thời gian, giảm năng suất lao động. Vậy mà chỉ với bí quyết 5 phút, Kevin Systrom - CEO của Instagram đã chiến thắng được sự trì hoãn.",NamSyntax/vietnamese-news-classification
namsyntax_1134061,Đâm chết người sau va chạm giao thông ở Bắc Giang,,44,,Pháp luật,"Công an tỉnh Bắc Giang hôm nay (22/2) cho biết, đơn vị vừa tạm giữ đối tượng Dương Văn Hùng (SN 1999, ở Thái Nguyên) để điều tra về hành vi “giết người”.",NamSyntax/vietnamese-news-classification
namsyntax_832277,Mẹ mắc viêm gan B có nên cho con bú không?,,53,,Sức khỏe,"Đến nay, chưa có bằng chứng đầy đủ khẳng định virus viêm gan B lây qua sữa mẹ. Tuy nhiên, nếu em bé được dự phòng lây nhiễm đúng cách, việc bú sữa mẹ không làm tăng nguy cơ lây nhiễm bệnh.",NamSyntax/vietnamese-news-classification
namsyntax_1155253,Cảnh sát kỵ binh đổ người bắn súng,,42,,Pháp luật,"Thái Nguyên - Vận chuyển hàng đặc biệt băng núi, lội suối; đổ người bắn súng tấn công tội phạm... là những bài tập trên thao trường của cảnh sát cơ động kỵ binh.",NamSyntax/vietnamese-news-classification
namsyntax_730293,"Làm đường nhưng không nộp tiền góp vốn, 3 doanh nghiệp bị nhắc nhở",,59,,Bất động sản,"- Dự án xây dựng tuyến đường dài 3km đã hoàn thành và đưa vào sử dụng từ lâu nhưng đến nay vẫn chưa thanh toán, quyết toán. Nguyên nhân do 3 doanh nghiệp không thực hiện nghĩa vụ gốp vốn như đã cam kết.",NamSyntax/vietnamese-news-classification
namsyntax_725823,"Nhà phố thiết kế ấn tượng với 'thiên đường xanh', có 1-0-2",,54,,Bất động sản,"Khu vườn xanh điểm nhấn độc đáo cho ngôi nhà phố, kết hợp việc đưa ánh sáng tự nhiên qua các tấm kính lớn và giếng trời phía trên cầu thang... biến căn nhà như một bức tranh toàn cảnh nghệ thuật.",NamSyntax/vietnamese-news-classification
namsyntax_1112073,Hoàng Thùy Linh quá đỗi sexy bên vũ công nam,,32,,Giải trí,Hoàng Thùy Linh có nhiều động tác thân mật bên bạn nhảy trong MV nhạc điện tử 'Just you' vừa ra mắt.,NamSyntax/vietnamese-news-classification
namsyntax_741314,Nhà đẹp tuyệt đối chỉ với hai tông màu đen trắng đơn giản,,45,,Bất động sản,"Sự kết hợp hai tông màu kinh điển này khiến cả ngôi nhà, từ phòng ngủ
cho đến phòng tắm, mang nét tinh tế, sành điệu và không bao giờ lỗi
mốt.",NamSyntax/vietnamese-news-classification
namsyntax_714302,Căn chung cư có mái hiên lợp lá cọ,,42,,Bất động sản,Hà Nội - Mái hiên che mảnh vườn 20 m2 trở thành điểm nhấn ấn tượng nhất cho căn hộ được thiết kế theo phong cách phong cách vintage kết hợp wabi sabi.,NamSyntax/vietnamese-news-classification
namsyntax_1250981,"Đang làm bài, thí sinh ở Hà Nội phải đi cấp cứu",,42,,Giáo dục,"Sáng 4/7, tại Hội đồng thi Học viện Tài chính trong lúc làm bài thi đại học môn toán một thí sinh bị nôn mửa đã phải đi cấp cứu.",NamSyntax/vietnamese-news-classification
namsyntax_722345,Toàn cảnh ‘Hạ Long trên cạn’ ở Hà Nội của ‘chúa đảo’ Tuần Châu vẫn mắc cạn,,67,,Bất động sản,"Dự án khu du lịch, vui chơi giải trí, đô thị sinh thái Tuần Châu Hà Nội (Quốc Oai, Hà Nội) được kỳ vọng sẽ trở thành một ""Hạ Long trên cạn"" giữa lòng Thủ đô. Nhưng đến nay, sau hơn thập kỷ triển khai, vẫn dở dang “mắc cạn”.",NamSyntax/vietnamese-news-classification
namsyntax_1104975,Nhạc sĩ Thanh Tùng và chuyện cái ví khiến người đẹp nhất Việt Nam đỏ mặt,,54,,Giải trí,"Đó là một người dù đã khuất nhưng vẫn chiến thắng tất cả các bóng
hồng khác, ở lại mãi mãi với cuộc đời và một ca khúc hay nhất trong sự
nghiệp của nhạc sĩ Thanh Tùng.",NamSyntax/vietnamese-news-classification
namsyntax_522523,Trung Quốc thông xe xa lộ hơn 300 km xuyên sa mạc,,42,,Khoa học,"Xa lộ Úy Lê - Thả Mạt chính thức thông xe hôm 30/6, cho phép các phương tiện chạy qua sa mạc Taklimakan với vận tốc lên đến 80 km/h.",NamSyntax/vietnamese-news-classification
namsyntax_1348404,Bi hài chuyện “mày – tao” của “vợ chồng” sinh viên,,61,,Đời sống,"“Hùng ơi, múc tao xô nước”, tiếng Luyến từ sau khu vực bể nước vọng ra
phía mấy cậu SV. Chàng trai tên Hùng đáp: “Mày tự múc đi, tao đang
bận”. Ai không biết cứ tưởng họ là bạn nhưng thực ra họ là một cặp “vợ
chồng” SV.",NamSyntax/vietnamese-news-classification
namsyntax_1210769,Hơn 4.100 thí sinh được 10 điểm Giáo dục công dân,,29,,Giáo dục,Bộ GD-ĐT vừa công bố phổ điểm môn Giáo dục công dân thi tốt nghiệp THPT năm 2020.,NamSyntax/vietnamese-news-classification
namsyntax_426697,"Sốt chanh vàng Nhật, chị em đua nhau chi gần nửa triệu mua về làm detox",,61,,Kinh doanh,"Thông tin chanh vàng Nhật có chứa lượng vitamin C gấp đôi chanh ta và nhiều protein hơn nên nhiều chị em đã đua nhau mua chanh vàng Nhật với giá gần nửa triệu đồng/kg về làm detox giảm cân, giúp đẹp da, đẹp dáng.",NamSyntax/vietnamese-news-classification
namsyntax_65535,"Đốt phòng trọ người yêu, 7 người bị bỏng nặng ở Đồng Nai",,37,,Thời sự,"Do ghen tuông, Hiếu đã đốt phòng người yêu đang ở, sau đó phóng hoả phòng của mình khiến 7 người bị bỏng nặng.",NamSyntax/vietnamese-news-classification
namsyntax_151778,Đề xuất tăng thẩm quyền Thủ tướng: Còn ý kiến khác nhau,,32,,Thời sự,UB Thường vụ QH có nhiều ý kiến khác nhau về các quy định về thẩm quyền của Thủ tướng.,NamSyntax/vietnamese-news-classification
namsyntax_837684,"Người vợ trẻ mắc ung thư giai đoạn cuối, mổ ngồi để sinh con",,38,,Sức khỏe,"- Phát hiện ung thư di căn khi đang mang bầu 3 tháng, chị Liên quyết định giữ lại thai nhi để sinh con.",NamSyntax/vietnamese-news-classification
namsyntax_52240,Xe khách 45 chỗ văng khỏi lòng đường sau va chạm với xe tải,,42,,Thời sự,"Trên quốc lộ 6 thuộc địa phận xã Lóng Luông, huyện Vân Hồ (tỉnh Sơn La) vừa xảy ra vụ tai nạn giữa xe tải và xe khách.",NamSyntax/vietnamese-news-classification
namsyntax_517640,"Đồng Tháp chưa có cán bộ xã nào được đào tạo về kiểm tra, đo lường chất lượng",,52,,Khoa học,"Đại diện Sở KH&CN Đồng Tháp nêu một số hạn chế về nhân lực thực hiện các thủ tục hành chính về tổ chức đoàn kiểm tra, đo lường chất lượng tại cấp xã.",NamSyntax/vietnamese-news-classification
namsyntax_1332033,Vợ dùng tiền của tôi để ‘săn’ trai trẻ,,29,,Đời sống,"Vợ tôi 25 tuổi, còn tôi 36, tuy vậy tôi là trai tân còn vợ đã qua một lần đò.",NamSyntax/vietnamese-news-classification
namsyntax_342650,VsetGroup phát hành thêm 50 triệu cổ phiếu,,35,,Kinh doanh,Công ty Cổ phần Tập đoàn VsetGroup sẽ phát hành thêm 50 triệu cổ phiếu nhằm huy động vốn cho các dự án lớn đang triển khai.,NamSyntax/vietnamese-news-classification
namsyntax_1167746,Bộ Công an yêu cầu nhiều địa phương cung cấp hồ sơ các dự án trồng cây đô thị,,59,,Pháp luật,"Cơ quan An ninh điều tra Bộ Công an yêu cầu UBND Quảng Ngãi, Lâm Đồng, Phú Yên, Thừa Thiên - Huế... cung cấp hồ sơ các dự án trồng cây đô thị để xem xét dấu hiệu tội phạm.",NamSyntax/vietnamese-news-classification
namsyntax_23052,Hơn 13.000 tỷ đồng làm đường ven biển Bến Tre,,38,,Thời sự,"Đường ven biển miền Tây, đoạn qua Bến Tre dài 53 km, tổng mức đầu tư hơn 13.000 tỷ đồng, dự kiến thực hiện trong giai đoạn 2023-2025.",NamSyntax/vietnamese-news-classification
namsyntax_1186574,Vụ tố thầy hiếp dâm: Lần theo dấu vết nhà nghỉ,,52,,Pháp luật,"Theo lời kể của H., trong lúc chở em đi uống nước, thầy S. cho xe chạy
lòng vòng nên em không nhớ rõ nhà nghỉ đó thuộc xã nào, chỉ nhớ phía ngoài biển
có một chữ “…Tâm” rất to.",NamSyntax/vietnamese-news-classification
namsyntax_1043794,"Kiều Minh Tuấn tẩy tóc 4 lần, tăng 13kg để làm 'chồng' Lê Giang",,57,,Giải trí,"Trong ""Cô dâu hào môn"", Kiều Minh Tuấn đã thay đổi ngoại hình đáng kể. Để vào vai ông Hòa, nam diễn viên tăng 13kg, nuôi tóc và râu thật trong 6 tháng, tẩy tóc 4 lần để có màu bạc tự nhiên.",NamSyntax/vietnamese-news-classification
namsyntax_727131,Chủ dự án LA FONTANA “trốn nợ” nhà đầu tư,,49,,Bất động sản,"Mặc dù đã có Biên bản thanh lý Hợp đồng hợp tác đầu tư với nhà đầu tư,
tuy nhiên, chủ dự án LA FONTANA là CTCP Đầu tư Gia Tuệ đã không thực thi
trách nhiệm của mình.",NamSyntax/vietnamese-news-classification
namsyntax_62604,Hai vợ chồng tử vong sau cú tông vào đuôi xe tải dừng bên đường,,49,,Thời sự,"Đang lưu thông trên Quốc lộ 14 bằng xe máy, hai vợ chồng ở tỉnh Kon Tum bất ngờ tông vào đuôi xe tải đang đậu bên đường dẫn tới tử vong tại chỗ.",NamSyntax/vietnamese-news-classification
namsyntax_935182,"Chơi hơn người, Chelsea thắng dễ AC Milan",,31,,Thể thao,"Jorginho và Aubameyang ghi bàn trong chiến thắng 2-0 của Chelsea trên sân San Siro, khi AC Milan mất Tomori ngay phút 18.",NamSyntax/vietnamese-news-classification
namsyntax_725025,Trồng cây gì trước cửa để hút tài lộc năm Mậu Tuất 2018,,58,,Bất động sản,"Trong dịp đầu năm mới, ngoài việc sắp xếp trang hoàng lại nhà cửa để lấy may mắn, bạn cũng có thể trồng thêm một vài cây cảnh nhằm tạo không gian xanh và theo quan niệm dân gian có tác dụng “hút” tài lộc.",NamSyntax/vietnamese-news-classification
namsyntax_712811,Savills: Giá chung cư ven đô chạm 60 triệu đồng một m2,,47,,Bất động sản,Hà Nội - Khảo sát gần đây cho thấy giá bán giữa khu nội thành và ven đô ngày càng thu hẹp khi nơi giá chưng cư dự kiến khoảng 50-60 triệu đồng một m2.,NamSyntax/vietnamese-news-classification
namsyntax_1228763,"Top trường điểm chuẩn lớp 10 TPHCM thấp nhất, hơn 3 điểm/môn vẫn trúng tuyển",,51,,Giáo dục,"Sở GD-ĐT TPHCM đã công bố điểm chuẩn lớp 10 năm 2025. Sau đây là top trường có điểm chuẩn lớp 10 TPHCM năm 2025 thấp nhất, thí sinh chỉ cần 3,5 điểm/môn vẫn trúng tuyển.",NamSyntax/vietnamese-news-classification
namsyntax_369344,Chuyến bay Vietjet đầu tiên dùng nhiên liệu SAF tra nạp tại Việt Nam,,48,,Kinh doanh,"TP HCM - Chuyến bay sử dụng nhiên liệu hàng không bền vững SAF (Sustainable Aviation Fuel) do Petrolimex Aviation tra nạp, giảm thải 80% carbon, cất cánh ngày 17/10 tại Tân Sơn Nhất.",NamSyntax/vietnamese-news-classification
namsyntax_247233,"Mỹ phá nhiều tên lửa Houthi, EU áp trừng phạt các cá nhân có liên hệ Hamas",,49,,Thế giới,"Theo Bộ chỉ huy trung tâm Mỹ (US CENTCOM), hải quân nước này đã đánh chặn một cuộc tấn công tên lửa do nhóm vũ trang Houthi ở Yemen lên kế hoạch.",NamSyntax/vietnamese-news-classification
namsyntax_224393,Đại sứ quán Iran ở Syria bị cướp phá,,35,,Thế giới,"Iran cho biết đại sứ quán nước này ở Syria ""bị tấn công"" sau khi phiến quân tuyên bố kiểm soát hoàn toàn thủ đô Damascus.",NamSyntax/vietnamese-news-classification
namsyntax_740894,Ra mắt toà tháp căn hộ P1 The Pavilion thuộc Vinhomes Ocean Park,,56,,Bất động sản,"Ngày 23/2/2022, Công ty Cổ phần Vinhomes ra mắt tòa tháp căn hộ Pavilion 1 (P1) thuộc phân khu The Pavilion, đại đô thị Vinhomes Ocean Park, sở hữu ưu thế vượt trội “Nhà mặt phố - Cận Metro - Đa trải nghiệm”.",NamSyntax/vietnamese-news-classification
namsyntax_973042,Salah,,34,,Thể thao,"Dù bị dẫn trước từ rất sớm nhưng màn trình diễn chói sáng của Mohamed Salah khi ghi cả 2 bàn giúp Liverpool đánh bại Leicester 2-1, ở vòng 21 Ngoại hạng Anh.",NamSyntax/vietnamese-news-classification
namsyntax_801811,Các hormone hỗ trợ sinh lý nam,,27,,Sức khỏe,"Hormone tuyến giáp, kích thích nang trứng (FSH), testosterone, estrogen, prolactin đều hỗ trợ sức khỏe, sinh lý nam giới.",NamSyntax/vietnamese-news-classification
namsyntax_756528,Thêm hai ca nhiễm nCoV,,33,,Sức khỏe,"Chiều 11/10, Bộ Y tế ghi nhận hai ca dương tính nCoV, đều là ca nhập cảnh, được cách ly ngay tại tỉnh Đồng Nai và Hải Dương.",NamSyntax/vietnamese-news-classification
namsyntax_1140642,Ông Trần Phương Bình lãnh thêm 20 năm tù,,46,,Pháp luật,"Duyệt cho những hồ sơ khống vay hàng nghìn tỷ đồng, ông Trần Phương Bình khiến Ngân hàng Đông Á thiệt hại nặng nề. Với sai phạm này, ông Bình phải lãnh thêm 20 năm tù giam.",NamSyntax/vietnamese-news-classification
namsyntax_608395,Nên cho trẻ truy cập mạng bao lâu mỗi ngày?,,55,,Khoa học,"Một nghiên cứu mới xác thực, trẻ càng ""ghiền"" Internet và truy cập
mạng quá nhiều trong ngày, chúng càng ít chú tâm đến việc hoàn thành bài
tập ở nhà và dễ bị ảnh hưởng tiêu cực đến kết quả học tập trên lớp.",NamSyntax/vietnamese-news-classification
namsyntax_204673,Ukraine tuyên bố bắn hạ 45 UAV Nga,,35,,Thế giới,Chính quyền Ukraine hôm nay cho biết các lực lượng nước này đã bắn hạ 45 máy bay không người lái (UAV) Nga trong đêm Giao thừa.,NamSyntax/vietnamese-news-classification
namsyntax_829443,TP.HCM tiêm 800.000 liều vắc xin Covid-19 cho những ai?,,40,,Sức khỏe,"Bộ Y tế sẽ phối hợp với TP.HCM hoàn tất tiêm 800.000 liều vắc xin Covid-19 trong 1 tuần, trong đó mở rộng thêm các đối tượng được tiêm chủng.",NamSyntax/vietnamese-news-classification
namsyntax_400609,"Cô gái 9X làm Bản đồ số trái cây, kết nối nông dân Việt ra toàn cầu",,51,,Kinh doanh,"Khởi nghiệp bán trái cây cao cấp với khoản tiền 12 triệu đi vay, 9X Việt nay làm Bản đồ số trái cây Việt Nam khiến Bộ trưởng Nông nghiệp các nước bất ngờ.",NamSyntax/vietnamese-news-classification
namsyntax_321282,"Bin Laden chết, kẻ bị truy nã số 1 là ai?",,38,,Thế giới,"Đây là nhân vật mạnh nhất trong cuộc chiến chống thuốc phiện
đẫm máu ở Mexico, người cai quản vương quốc thuốc phiện giá 1 tỷ USD",NamSyntax/vietnamese-news-classification
namsyntax_908201,Mourinho: 'Tôi từng gạt Pogba để dành chỗ cho McTominay',,40,,Thể thao,"Bồ Đào Nha - HLV Jose Mourinho tiết lộ nhận được món quà tri ân của học trò cũ Scott McTominay, khi Benfica đấu Napoli tại lượt sáu Champions League.",NamSyntax/vietnamese-news-classification
namsyntax_710722,Mỹ: Dùng tin nhắn báo có tội phạm,,30,,Khoa học,"Đường dây nóng truyền thống đã trở nên lỗi thời. Cảnh sát Boston thiết lập ""đường dây nóng"" mới bằng tin nhắn.",NamSyntax/vietnamese-news-classification
namsyntax_1137472,Đối tượng có 4 tiền án đạp xe từ Hải Phòng đến Quảng Ninh để 'khoắng' đồ,,41,,Pháp luật,"Khi bị phát hiện đang cạy phá hòm công đức, Huấn đã bỏ chạy và tấn công lực lượng Công an tỉnh Quảng Ninh.",NamSyntax/vietnamese-news-classification
namsyntax_904813,Việt Nam đăng cai chặng Pickleball PPA Tour châu Á,,36,,Thể thao,"Việt Nam - PPA Tour Asia sẽ lần đầu có mặt ở Việt Nam, với giải đấu mang tên Vietnam Open diễn ra vào tháng 9.",NamSyntax/vietnamese-news-classification
namsyntax_535949,Tại sao không thể luộc trứng trên đỉnh Everest?,,42,,Khoa học,"Do nhiệt độ sôi của nước thay đổi theo độ cao, lòng trắng và lòng đỏ của trứng sẽ không thể chín hoàn toàn nếu luộc trên đỉnh núi Everest cao 8.849 m.",NamSyntax/vietnamese-news-classification
namsyntax_37535,Đêm nay và ngày mai Hà Nội tiếp tục mưa,,49,,Thời sự,"Do tác động của đới gió đông nam và dải hội tụ nhiệt đới, Hà Nội - nơi ngày mai diễn ra lễ sơ duyệt chuẩn bị cho đại lễ Quốc khánh - dự kiến tiếp tục có mưa.",NamSyntax/vietnamese-news-classification
namsyntax_743014,Nam Đà Nẵng - ‘thủ phủ’ mới của BĐS nghỉ dưỡng,,56,,Bất động sản,Khu vực Nam Đà Nẵng đang dần trở thành khu vực trung tâm khi nằm trên trục đường phát triển chiến lược của thành phố; là nơi tập hợp nhiều dự án nghĩ dưỡng và bất động sản với quy mô lớn và rất lớn.,NamSyntax/vietnamese-news-classification
namsyntax_1150710,Gã hàng xóm say rượu dùng vũ lực hiếp dâm bé gái 12 tuổi,,39,,Pháp luật,"Sau khi uống rượu, gã đàn ông ở miền Tây dùng vũ lực thực hiện hành vi hiếp dâm bé gái 12 tuổi cùng xóm.",NamSyntax/vietnamese-news-classification
namsyntax_337511,Thủ tướng: Việt Nam quyết giảm thặng dư thương mại với Mỹ,,36,,Kinh doanh,Chính phủ Việt Nam quyết tâm cùng Mỹ thực hiện kế hoạch chung hướng tới cán cân thương mại hài hoà và bền vững.,NamSyntax/vietnamese-news-classification
namsyntax_335948,Tupperware Việt Nam đạt mốc 150 cửa hàng tại Việt Nam,,34,,Kinh doanh,"Tupperware Việt Nam liên tiếp mở rộng chuỗi cửa hàng ủy quyền trên toàn quốc, bất chấp khó khăn chung do đại dịch.",NamSyntax/vietnamese-news-classification
namsyntax_717082,"Đã có chung cư, nên đầu tư thêm nhà trong hẻm?",,39,,Bất động sản,"Nhà đầu tư nên chọn loại hình an toàn, bản thân am hiểu và dễ dàng quản lý, tránh tâm lý mạo hiểm ôm đồm, theo chuyên gia.",NamSyntax/vietnamese-news-classification
namsyntax_944983,Quế Ngọc Hải: Tuyển Việt Nam biến giấc mơ World Cup thành hiện thực,,42,,Thể thao,"Thủ quân tuyển Việt Nam Quế Ngọc Hải tự tin trong tương lai gần, giấc mơ đến World Cup sẽ được tuyển Việt Nam biến thành hiện thực.",NamSyntax/vietnamese-news-classification
namsyntax_923496,"MU tham vọng ký Lamine Yamal, Arsenal mua Openda",,35,,Thể thao,"MU tham vọng chiêu mộ Lamine Yamal, Arsenal liên hệ Openda, PSG đàm phán ký De Ligt là những tin chuyển nhượng chính hôm nay, 27/1.",NamSyntax/vietnamese-news-classification
namsyntax_743412,Tỷ phú Trung Quốc mua loạt 6 căn hộ triệu USD và bỏ trống,,45,,Bất động sản,"Vị tỷ phú 32 tuổi vung tay mua liền 6 căn hộ xa xỉ với tổng số tiền 37 triệu USD ở Sydney, nhưng anh không hề sinh sống tại đó.",NamSyntax/vietnamese-news-classification
namsyntax_1184998,"Bình Dương: Giả nhà sư đi khất thực về... nuôi vợ, con",,54,,Pháp luật,"3 vị sư giả đã bị Ban Trị sự Phật giáo TP. Thủ Dầu Một – Bình Dương vạch trần là sư giả. Có vị sư giả trong bình bát chứa đến hơn 700.000 đồng. Đây là tiền “khất thực”, lừa đảo!",NamSyntax/vietnamese-news-classification
namsyntax_805271,"Kết hôn muộn, gian nan 'tìm' con",,39,,Sức khỏe,"Hà Nội - Chị Minh, 49 tuổi, buồng trứng cạn kiệt, trải qua 7 chu kỳ gom noãn để thụ tinh ống nghiệm mới tạo được phôi duy nhất và có con.",NamSyntax/vietnamese-news-classification
